Gene_Id,Chr,Start,End,ExonLength,P-Value,t,Corrected P-Value,log2TPMRatio
ENSG00000177600.4,chr11,809646,812879,1955,0.3705028575983408,171.0,0.0005182526877849695,0.1428307809302555
ENSG00000250644.1,chr11,1768896,1780280,1136,1.039583522056031e-05,16.0,0.021829773204183365,-3.5866237807033374
ENSG00000117984.8,chr11,1773981,1785221,2999,3.577100422596288e-05,24.0,0.0013352266187559923,-3.139705009265052
ENSG00000130598.11,chr11,1860218,1862909,1080,4.475018023142611e-06,11.0,0.006784290231668407,-3.8179262769673667
ENSG00000130592.9,chr11,1874199,1913496,5230,1.039583522056031e-05,16.0,0.03048384584716945,-3.410211246762595
ENSG00000129757.8,chr11,2904442,2907110,2586,1.9985529735778126e-06,6.0,0.008974100503551236,-6.080113215839676
ENSG00000205531.8,chr11,2965666,3013606,4894,4.627805182410348e-06,11.0,0.0007111962593542912,-3.4274440839815803
ENSG00000110713.11,chr11,3692312,3819021,9913,0.5352686001887101,163.0,2.1962357372454963e-05,0.36400029386151844
ENSG00000177105.9,chr11,3848207,3862212,1658,7.054087623401141e-07,0.0,2.4850032823867354e-05,-2.8090792461243543
ENSG00000132109.8,chr11,4406126,4414925,1952,0.008852240768426571,68.0,2.1962357372454963e-05,-1.5778489342806419
ENSG00000132274.11,chr11,5710918,5758318,6020,0.05817269785996583,89.0,2.1962357372454963e-05,-0.4411315819219739
ENSG00000254400.1,chr11,6624871,6625649,399,2.0716096727727234e-05,20.5,8.520544096851463e-05,-2.0304598672159457
ENSG00000166333.9,chr11,6624960,6632101,3372,3.0773254749889e-05,23.0,0.00019385711285542268,-1.578270701041275
ENSG00000166337.5,chr11,6627525,6633897,6104,8.616845677655788e-05,30.0,5.6945326899739006e-05,-1.4383888839633983
ENSG00000254641.1,chr11,6629896,6631365,429,2.6443751951656924e-05,22.0,8.520544096851463e-05,-1.6823255749364237
ENSG00000166340.10,chr11,6633999,6640691,4895,0.004737371750160917,62.0,3.281965691616008e-05,-0.7448168324786506
ENSG00000255680.1,chr11,6640020,6640994,464,0.0013577124048567704,51.0,5.6945326899739006e-05,-1.2073190877626052
ENSG00000175348.6,chr11,8968840,8986557,2716,7.546596172309223e-06,14.0,2.1962357372454963e-05,-2.5434730699044485
ENSG00000184014.3,chr11,9160371,9286936,8157,0.28563352706656997,113.0,0.016913321632920454,-0.3171320952471666
ENSG00000133789.10,chr11,9685623,9774537,7137,1.4205862748343522e-06,4.0,0.045249925175892,-2.1711544352783902
ENSG00000110315.2,chr11,10533224,10562776,7820,0.06792452638048044,91.0,0.00013554580073332388,-0.8339841249897011
ENSG00000110321.11,chr11,10818596,10830656,8655,0.09827195171994678,96.0,0.00017559302433546752,-0.5871904658298999
ENSG00000236287.3,chr11,10833620,10880342,9029,0.3523838403888018,172.0,0.0003735845523237869,0.6516773524315909
ENSG00000247271.2,chr11,10879805,10928348,1995,0.7828303482091761,136.0,0.0001586967209621429,-0.0076698234223472215
ENSG00000197601.8,chr11,13690216,13753892,7501,0.5581846494226572,162.0,0.009855007869505154,0.7158398084665525
ENSG00000129083.8,chr11,14464985,14521572,5131,0.1578955514932796,103.0,0.003422249308995676,-0.9006189496420556
ENSG00000129084.13,chr11,14515328,14665180,3708,0.00019930052536334952,253.0,7.401407958423359e-05,0.7001481607964712
ENSG00000201403.1,chr11,17097325,17097414,90,0.018082165213507414,76.0,0.010797723070452797,-1.710639875535451
ENSG00000134333.9,chr11,18415934,18429971,6210,4.816923392567805e-05,26.0,2.7344812153346722e-05,-0.8830702217813895
ENSG00000074319.8,chr11,18489882,18548778,3197,0.025167006892858914,79.0,0.025829686081049262,-0.7702172484164947
ENSG00000135363.7,chr11,33880121,33913835,3109,0.1904482058955529,106.0,0.0016596816679807383,-0.4188654921772466
ENSG00000121691.4,chr11,34460471,34493608,3347,8.862426761238416e-06,15.0,0.0007111962593542912,-1.804977740919174
ENSG00000026508.12,chr11,35160416,35253948,6873,0.6793704322713003,157.0,0.00012750709739411346,0.05226119260992434
ENSG00000255443.1,chr11,35231889,35236531,587,0.6543221444173015,131.0,0.03152317340302927,-0.1843559775303356
ENSG00000251194.2,chr11,35234096,35235553,704,0.13798410504528785,188.0,0.00024368274392717608,0.7457773575745831
ENSG00000110442.7,chr11,36295050,36310998,2839,0.6543221444173015,131.0,0.0418158112378125,-0.4841648766514253
ENSG00000149182.10,chr11,47185847,47198675,5293,7.054087623401141e-07,0.0,7.98306752337573e-05,-2.6873375255561127
ENSG00000109919.5,chr11,47638866,47664174,2839,0.10548040121145998,97.0,0.0008793450126391006,-0.6929222461271376
ENSG00000252447.1,chr11,47749097,47749188,92,0.0957470406160293,97.0,0.0009773381797273776,-1.8736987938574738
ENSG00000149177.8,chr11,48002112,48189669,6880,0.38918941278422226,119.0,0.0008269496679820449,0.11392948700982083
ENSG00000254979.1,chr11,57154837,57191531,1942,0.10548040121145998,97.0,0.0007938872971102425,-0.6900762113527797
ENSG00000134802.13,chr11,57174426,57195052,3453,0.12115137160356154,99.0,0.00021746387358800937,-0.480513936655038
ENSG00000134809.4,chr11,57295935,57298275,777,0.6793472988513566,157.0,7.006319453643274e-05,-0.2163923957862595
ENSG00000156587.11,chr11,57319128,57335756,1880,0.007998053620626356,67.0,2.1962357372454963e-05,-0.715323529357175
ENSG00000149131.11,chr11,57364859,57382325,3603,0.8904189322440568,140.0,0.00015867484332437757,0.6433050870593371
ENSG00000213593.5,chr11,57480071,57508444,2169,0.014465515076215992,73.0,0.00011419548039930917,-0.9964778068486424
ENSG00000254462.1,chr11,57480076,57559057,585,0.15611332617461415,103.0,0.0003735845523237869,-0.8017159517972159
ENSG00000211450.5,chr11,57508824,57510985,2162,1.5392625043768365e-05,18.5,0.00613039734796659,-2.341352868685428
ENSG00000254732.1,chr11,57509634,57560714,580,8.01050000375111e-05,29.5,0.00021746387358800937,-2.090356952350777
ENSG00000110077.10,chr11,59939080,59952138,5126,7.054087623401141e-07,289.0,0.015530753765628158,5.055720991927118
ENSG00000166928.6,chr11,60146002,60185160,3529,9.93724325683474e-05,31.0,0.025829686081049262,-1.377463323498889
ENSG00000167986.9,chr11,61066922,61110067,13909,0.00026120660215923273,38.0,0.00011036535947147054,-2.5449018578032807
ENSG00000162144.5,chr11,61116216,61129770,10354,0.00044267698634333175,42.0,0.000359040671665714,-1.820494546708165
ENSG00000149483.7,chr11,61129472,61136980,6348,0.22800122547274193,180.0,0.0003358195108263401,0.5069878010791837
ENSG00000167995.11,chr11,61717292,61732986,8930,0.0457464980096626,203.0,0.00613039734796659,0.2984968613444019
ENSG00000167996.11,chr11,61727189,61735131,737,0.4909046772325092,165.0,2.1962357372454963e-05,0.27932638172412777
ENSG00000124942.9,chr11,62201015,62323706,19341,0.4282433481958351,121.0,0.00024368274392717608,-0.5088503849066924
ENSG00000254772.5,chr11,62327072,62342400,2969,0.005272007491824873,63.0,0.0007111962593542912,-0.36212686067886046
ENSG00000255508.3,chr11,62327074,62359002,5197,0.0010673839229606475,49.0,0.00041794081113741033,-0.5980732288960693
ENSG00000149541.5,chr11,62382767,62389646,2428,2.712173698172663e-06,8.0,0.04874718541937814,-6.137529920869601
ENSG00000089597.12,chr11,62392297,62414103,4820,6.418809587838739e-06,13.0,0.0008793450126391006,-2.6874404032939103
ENSG00000255432.1,chr11,62417165,62432649,577,0.0001286195736830206,33.0,0.0013352266187559923,-2.342143346893046
ENSG00000252361.1,chr11,62583437,62583538,102,0.043749004212406024,85.5,0.010797723070452797,-0.41153970656977623
ENSG00000256690.1,chr11,62599705,62601514,765,0.014435551354904033,73.0,0.0028118080741706096,-1.6334349834395918
ENSG00000133316.11,chr11,62599813,62609280,4247,0.030011201025596887,208.0,4.1105696714968325e-05,0.4708823216597355
ENSG00000222328.1,chr11,62609090,62609280,191,2.808904043682897e-06,281.0,7.006319453643274e-05,3.1635664801109042
ENSG00000255717.2,chr11,62619459,62623385,3792,0.0015255770288197478,52.0,0.0005170417697708255,-1.90961600243483
ENSG00000168003.12,chr11,62623517,62656351,5107,7.054087623401141e-07,0.0,2.1962357372454963e-05,-2.8768838691404004
ENSG00000133321.6,chr11,63304280,63313933,1280,0.9177005935174078,148.0,0.009855007869505154,0.06648391694831987
ENSG00000184743.8,chr11,63391558,63439392,7444,0.9725234705442696,146.0,0.009855007869505154,-0.07851145558260811
ENSG00000133318.9,chr11,63448917,63527362,2952,0.0030550511519627723,58.0,0.0200808411637153,-1.1329735456542627
ENSG00000176340.3,chr11,63742078,63744014,507,0.1578955514932796,103.0,0.0045815877480381295,-0.10590077712202386
ENSG00000256100.1,chr11,63742091,63755817,559,6.45715634132458e-05,28.0,0.0028118080741706096,-0.5737780873046966
ENSG00000167770.7,chr11,63753324,63769282,5331,1.1945585944648459e-06,3.0,7.98306752337573e-05,-1.1852517277339532
ENSG00000168439.12,chr11,63952743,63972014,4316,1.917692720440227e-05,20.0,0.00012750709739411346,-4.288353375046839
ENSG00000173486.8,chr11,64008474,64011603,1608,3.0773254749889e-05,23.0,0.025829686081049262,-2.216208881022508
ENSG00000173113.2,chr11,64083931,64085555,1625,0.0537510026479711,88.0,0.04874718541937814,-0.42506552166408906
ENSG00000126432.9,chr11,64085559,64089282,893,0.00044267698634333175,42.0,4.1105696714968325e-05,-1.333562445851787
ENSG00000168066.16,chr11,64532077,64546257,5828,0.0005724273914139214,44.0,0.0037709941645867368,-1.1104242155620585
ENSG00000110047.13,chr11,64619113,64655767,7032,0.0017222858797683106,53.0,2.1962357372454963e-05,-1.1577225431886724
ENSG00000162298.12,chr11,64889251,64902003,5496,0.0008347042748786486,47.0,0.006784290231668407,-0.7326065862520496
ENSG00000245532.4,chr11,65190244,65213010,22767,0.013140659179966747,72.0,0.0003038006923671879,-0.6806632355035444
ENSG00000251562.3,chr11,65265232,65273939,8708,1.666530291664848e-05,19.0,2.4850032823867354e-05,-2.7458836459167357
ENSG00000173465.3,chr11,65337900,65341412,2008,0.0002609230125834956,38.0,0.00012750709739411346,-1.6125305987611245
ENSG00000173039.14,chr11,65421066,65430564,5464,0.023009726863706215,78.0,0.00024368274392717608,-1.2167379295938612
ENSG00000172977.8,chr11,65479466,65487074,3732,6.999233292695174e-07,0.0,0.00017559302433546752,-3.857019988090068
ENSG00000172757.8,chr11,65590492,65629496,5026,7.054087623401141e-07,0.0,0.0013352266187559923,-1.881411850230027
ENSG00000172803.13,chr11,65601111,65624366,3966,7.054087623401141e-07,0.0,0.0016596816679807383,-2.061039137367532
ENSG00000172500.8,chr11,65651211,65656009,3321,4.627805182410348e-06,11.0,0.004156963681709257,-1.7311151080109513
ENSG00000175550.3,chr11,65686727,65689031,1737,1.0033437419569623e-06,2.0,2.1962357372454963e-05,-3.579497011277407
ENSG00000175376.4,chr11,65764015,65769646,3327,0.03877073678127161,84.0,0.008177112890737316,-0.493690663448299
ENSG00000175334.3,chr11,65769549,65771619,1155,0.9177005935174078,148.0,0.002299402096889579,0.017763664291730628
ENSG00000087365.10,chr11,65818199,65836778,9796,1.039583522056031e-05,16.0,8.520544096851463e-05,-2.3728315143045324
ENSG00000174903.10,chr11,66036003,66044962,2007,1.666530291664848e-05,19.0,0.023803013641493845,-2.151417853657679
ENSG00000245156.1,chr11,66037302,66045995,2792,0.0012039639044628334,50.0,0.00011419548039930917,-1.62097129016835
ENSG00000254452.1,chr11,66044249,66044962,589,0.0038126956634328114,60.0,0.0008793450126391006,-1.0779980087246157
ENSG00000174744.9,chr11,66104803,66112595,2514,0.00017379536025642983,35.0,0.03877301958617259,-3.3238816239424196
ENSG00000248643.5,chr11,66384096,66413939,2058,0.0457464980096626,203.0,2.1962357372454963e-05,0.5146108316657787
ENSG00000173933.15,chr11,66384096,66434152,5239,0.9450795155118642,147.0,2.2062025566606188e-05,0.003333100273672572
ENSG00000258297.1,chr11,66433506,66435844,2339,0.5352686001887101,126.0,2.1962357372454963e-05,-0.2236358763788679
ENSG00000173120.10,chr11,66886739,67025557,9935,0.000944426916857791,48.0,2.1962357372454963e-05,-0.9769056972923521
ENSG00000173020.6,chr11,67033880,67054026,6665,1.4205862748343522e-06,4.0,5.6945326899739006e-05,-3.645431569702675
ENSG00000172932.10,chr11,67056017,67069955,6643,7.546596172309223e-06,14.0,2.2928628664720926e-05,-4.395452569797219
ENSG00000172613.3,chr11,67159175,67165880,3175,7.054087623401141e-07,0.0,8.520544096851463e-05,-2.493714139528675
ENSG00000172531.10,chr11,67165653,67188653,2711,7.054087623401141e-07,0.0,0.00011419548039930917,-3.067963071597462
ENSG00000110711.5,chr11,67250511,67258573,1640,7.498367937188163e-06,14.0,0.0031055739727565462,-5.313799960744109
ENSG00000167797.3,chr11,67273967,67276119,2019,8.72344312044994e-06,15.0,0.008177112890737316,-4.485056402316402
ENSG00000084207.11,chr11,67351065,67354130,1925,0.3348359525493185,116.0,0.0006398703779599825,-0.0937354568810453
ENSG00000110721.7,chr11,67820325,67888910,3878,0.015874668416160868,74.0,0.002542772180675155,-0.7778697138235986
ENSG00000110075.10,chr11,68228185,68382801,7749,0.5815675165100369,128.0,2.7344812153346722e-05,-0.14774765301973689
ENSG00000110090.8,chr11,68522087,68611877,6338,0.0008347042748786486,47.0,7.401407958423359e-05,-2.266472829066768
ENSG00000197345.8,chr11,68658743,68671302,2825,0.6419148367330538,130.5,7.401407958423359e-05,-0.30351049711073297
ENSG00000172890.7,chr11,71164154,71235152,14360,0.008852240768426571,68.0,7.98306752337573e-05,-1.1655768829089879
ENSG00000137496.13,chr11,71709586,71716760,4323,0.17917558119962895,105.0,2.1962357372454963e-05,-0.40388274539465163
ENSG00000184154.8,chr11,71791381,71821827,5544,0.0001512074401200611,255.0,2.1962357372454963e-05,0.6574436343571815
ENSG00000149357.5,chr11,71796940,71814432,1654,0.007998053620626356,67.0,7.401407958423359e-05,-0.8472434366351312
ENSG00000110200.4,chr11,71817423,71823825,2355,9.925067100477219e-05,258.0,7.98306752337573e-05,0.7633468508251715
ENSG00000186635.10,chr11,72396113,72504643,8875,8.417716157122861e-07,1.0,8.520544096851463e-05,-4.667741000763787
ENSG00000256007.1,chr11,72396119,72404852,388,1.1945585944648459e-06,3.0,0.001083623352561901,-3.7829676907417324
ENSG00000244134.1,chr11,72419230,72419609,380,0.7828303482091761,136.0,0.028036318240594015,-0.6070803282895458
ENSG00000256928.1,chr11,73106603,73107480,752,6.44884070787454e-05,28.0,0.002299402096889579,-1.8403833723760923
ENSG00000256148.1,chr11,73221702,73221864,163,0.017472848913046686,75.0,0.016913321632920454,-0.5872937994911234
ENSG00000175581.9,chr11,73498360,73576177,2695,1.0,144.0,0.0005756303582187218,-0.33615537575335763
ENSG00000181924.6,chr11,73583711,73588032,1830,0.0537510026479711,88.0,0.015530753765628158,-0.41740554626165843
ENSG00000175567.4,chr11,73685711,73694351,2862,1.6874481024034055e-06,5.0,0.00041794081113741033,-1.4314158762840863
ENSG00000175538.6,chr11,74165885,74178773,3505,0.28563352706656997,113.0,3.6288667118637596e-05,-0.742583704651986
ENSG00000254928.1,chr11,74166392,74167869,609,0.617448758570307,129.5,0.00011756542948761044,-0.5848240371809446
ENSG00000227615.1,chr11,74456760,74457158,399,0.00797886707190035,222.0,2.2062025566606188e-05,0.5594170293761087
ENSG00000118363.7,chr11,74660291,74690075,2760,0.07328307936662666,92.0,2.4850032823867354e-05,-0.3293400191195238
ENSG00000149273.10,chr11,75110529,75133323,5515,0.4694868880489569,166.0,0.00019385711285542268,0.069274516423618
ENSG00000149269.5,chr11,77032751,77185679,5615,0.0005724273914139214,44.0,0.0003038006923671879,-2.4232679890307076
ENSG00000259112.1,chr11,77728016,77790910,731,0.5352686001887101,163.0,0.03048384584716945,0.13196349587221934
ENSG00000151366.8,chr11,77779349,77791264,2652,0.7565672012945115,154.0,0.0007938872971102425,0.11531000963516605
ENSG00000227097.4,chr11,82400570,82400943,374,0.007998053620626356,222.0,2.999261205766053e-05,1.148101676084702
ENSG00000171204.8,chr11,85339628,85347579,2098,0.8362744674315843,138.0,0.015530753765628158,-0.15116363866521418
ENSG00000073921.13,chr11,85668726,85780923,5538,0.09827195171994678,96.0,0.0003735845523237869,-0.4326638459835302
ENSG00000109861.11,chr11,88026759,88070954,11333,3.0773254749889e-05,23.0,0.0016596816679807383,-1.6490385451603784
ENSG00000166002.2,chr11,93211637,93276673,1192,0.10537393262730531,97.0,0.004156963681709257,-1.3195283931741686
ENSG00000023445.9,chr11,102188214,102210133,7484,0.01917248475522309,76.0,0.015530753765628158,-1.9313410411806733
ENSG00000255467.1,chr11,107975800,107992410,964,0.004252291661538168,61.0,0.00017559302433546752,-1.2899126981435143
ENSG00000204370.4,chr11,111957496,111990352,1942,0.0537510026479711,201.0,0.0005182526877849695,0.41255795335531886
ENSG00000076053.6,chr11,114270751,114284924,7885,0.4909046772325092,124.0,0.03302679419958408,-0.37713985494918034
ENSG00000257087.1,chr11,115409586,115410101,516,0.5128366746384507,125.0,0.0014901322294417212,0.1901107320697729
ENSG00000231611.1,chr11,116645825,116646591,598,6.212872732807216e-06,13.0,7.006319453643274e-05,-3.055176912888746
ENSG00000231865.1,chr11,116756761,116761436,2472,0.40840262797376425,169.0,0.0418158112378125,0.8525798071255407
ENSG00000168092.9,chr11,117014982,117047609,5099,0.05817269785996583,89.0,2.2928628664720926e-05,-0.7697050672080116
ENSG00000110324.5,chr11,117857062,117872195,6546,1.6874481024034055e-06,5.0,0.008982869315972478,-2.3315513430161956
ENSG00000109971.9,chr11,122928196,122933937,4653,8.862426761238416e-06,15.0,7.006319453643274e-05,-2.495947990338487
ENSG00000134910.8,chr11,125461606,125495109,6174,0.0034147911781178164,59.0,5.155151709448548e-05,-1.40815499327467
ENSG00000182934.7,chr11,126132813,126139038,4167,0.001935743045086168,54.0,2.999261205766053e-05,-1.7720186414951717
ENSG00000084234.12,chr11,129939731,130014698,6654,0.06792452638048044,91.0,0.0009773381797273776,-0.36841911089850726
ENSG00000151500.10,chr11,134118172,134123263,2119,0.8904189322440568,140.0,0.0012003165152022033,-0.5459520587987534
ENSG00000073614.7,chr12,389294,498619,12064,0.005272007491824873,63.0,0.0003358195108263401,-1.8434104257116204
ENSG00000171840.7,chr12,673461,772944,2048,0.08456101034483146,195.0,0.0007938872971102425,0.7178154347080351
ENSG00000060237.12,chr12,861758,1020617,12621,0.021014901784027075,77.0,0.0014901322294417212,-0.8698314885547183
ENSG00000078237.4,chr12,4430370,4462337,1602,0.00011447044428680526,32.0,7.98306752337573e-05,-1.6459586438203813
ENSG00000139180.6,chr12,4758260,4798453,5184,0.03877073678127161,84.0,0.0031055739727565462,-0.6118204568506977
ENSG00000255639.2,chr12,4766799,4853746,1186,0.04961349439304574,87.0,0.007475798147847357,-0.5240341726009772
ENSG00000067182.3,chr12,6437922,6451279,4005,0.00019907637425841128,253.0,0.0045815877480381295,2.228959783412533
ENSG00000139192.7,chr12,6560855,6575682,3188,0.0007369076075515528,46.0,0.008982869315972478,-3.056751062813798
ENSG00000111639.3,chr12,6601149,6603006,1453,0.5128366746384507,164.0,0.0007938872971102425,0.01397664041657382
ENSG00000111641.6,chr12,6666028,6677856,4687,0.0537510026479711,88.0,0.010797723070452797,-1.1326576732035378
ENSG00000111644.3,chr12,6747240,6756625,2843,0.0008316387366667516,47.0,0.03574922236013993,-3.254349008411298
ENSG00000111652.5,chr12,6832906,6841040,2778,0.00011173580909015947,32.0,0.0004617638183012953,-2.591834892397498
ENSG00000089693.6,chr12,6857169,6876640,3946,0.0017222858797683106,53.0,0.045249925175892,-1.2597851841244394
ENSG00000111679.12,chr12,7055630,7070478,2669,7.054087623401141e-07,0.0,0.0007111962593542912,-3.736130276692624
ENSG00000059804.11,chr12,8071825,8088870,6159,2.2697591370801493e-05,268.0,0.002074341256936683,2.0395146043476235
ENSG00000089818.12,chr12,8234806,8250366,4155,0.008852240768426571,68.0,0.011830788197787054,-1.724110603749754
ENSG00000111729.8,chr12,8276227,8291202,1281,2.002147641145355e-06,283.0,0.005071281528041367,1.924637594131608
ENSG00000272917.1,chr12,9795467,9809665,615,0.2696447983552387,112.0,0.002299402096889579,-0.7601636215444437
ENSG00000110848.4,chr12,9905081,9913496,2832,0.5815675165100369,161.0,0.00021746387358800937,0.37082738668524184
ENSG00000110852.4,chr12,10005582,10022734,2638,0.1578955514932796,103.0,0.0004617638183012953,-0.4528485520975645
ENSG00000255882.1,chr12,10019625,10022406,719,0.3014607391928351,114.0,0.004156963681709257,-0.5449412973180503
ENSG00000172322.9,chr12,10103914,10148292,2538,0.3523838403888018,117.0,0.004156963681709257,-0.37843131098301047
ENSG00000172243.13,chr12,10269375,10282856,4190,0.00038863449144938765,248.0,0.0009773381797273776,0.8290374816938328
ENSG00000173391.4,chr12,10310901,10324736,2933,7.054087623401141e-07,289.0,2.1962357372454963e-05,7.170400098426444
ENSG00000165685.4,chr12,10323140,10344399,3489,7.534515534172178e-06,275.0,0.00014286855681024167,3.0142343458580676
ENSG00000255958.1,chr12,10366759,10367359,329,0.017995249275278652,213.5,0.016913321632920454,2.96654905453409
ENSG00000139083.6,chr12,11802787,12048335,7075,4.816923392567805e-05,263.0,3.281965691616008e-05,1.969676649048584
ENSG00000178878.8,chr12,12878850,12982908,2597,0.0003408076032308285,40.0,0.0001586967209621429,-1.4122433696966228
ENSG00000023734.6,chr12,16035324,16056411,2211,0.03877073678127161,84.0,0.0012003165152022033,-0.4671830653545948
ENSG00000023697.8,chr12,16064105,16190219,2785,0.042136612058908826,85.0,2.1962357372454963e-05,-0.762909633607246
ENSG00000139154.10,chr12,19556978,19873734,4524,0.013140659179966747,217.0,7.401407958423359e-05,0.6099793749861623
ENSG00000004700.11,chr12,21621844,21654602,3778,0.3014607391928351,114.0,0.0004617638183012953,-0.920014996814039
ENSG00000111711.5,chr12,21654714,21671341,3202,0.38918941278422226,170.0,0.03138344413083371,0.35681837658202165
ENSG00000111716.8,chr12,21788275,21910790,2212,0.00011447044428680526,257.0,0.00024368274392717608,1.1020358521236657
ENSG00000139163.11,chr12,22778008,22843598,8191,0.5933999732031678,160.5,0.001083623352561901,1.1019654077530354
ENSG00000118308.10,chr12,25173935,25261267,5097,2.002147641145355e-06,6.0,0.00041794081113741033,-3.279044921468574
ENSG00000258449.1,chr12,25249801,25253913,490,4.59691005208167e-06,11.0,0.005588822598883487,-4.637553367893279
ENSG00000205707.6,chr12,25348149,25362578,1901,0.005268537667683435,226.0,0.015530753765628158,1.3921282666305057
ENSG00000133703.7,chr12,25357722,25403869,7178,0.6793704322713003,132.0,0.015530753765628158,-0.04678483824277978
ENSG00000111790.9,chr12,27091315,27119582,5971,0.025122489662314756,79.0,0.0006398703779599825,-0.7354425421848739
ENSG00000152944.4,chr12,27175478,27219275,2823,0.5121913960825585,125.0,0.002542772180675155,-0.28486859761293487
ENSG00000139146.9,chr12,31433517,31479991,3496,0.12103767391785263,99.0,0.023803013641493845,-0.6185955572396191
ENSG00000174718.7,chr12,32112303,32146038,6420,0.09143771973392262,95.0,0.0004617638183012953,-1.0241939403775304
ENSG00000087470.13,chr12,32832133,32898485,6192,0.03557975823782746,83.0,3.281965691616008e-05,-1.2993065570976288
ENSG00000188906.9,chr12,40590545,40763086,13465,0.5581846494226572,127.0,5.6945326899739006e-05,-0.13489748626463685
ENSG00000134283.13,chr12,42632248,42853516,7814,0.08503753250299094,94.0,0.010797723070452797,-0.38887537465563854
ENSG00000198001.9,chr12,44152746,44183345,5359,0.10548040121145998,97.0,0.0418158112378125,-1.243590882016094
ENSG00000139218.13,chr12,46312913,46385902,10392,0.000944426916857791,48.0,0.0012003165152022033,-2.179828060113227
ENSG00000111424.6,chr12,48235319,48336830,5674,0.0012050082239624452,50.0,0.009855007869505154,-2.2051937922666425
ENSG00000167553.10,chr12,49582518,49667113,3359,7.546596172309223e-06,14.0,0.013001402458230895,-1.6317664496348911
ENSG00000258232.2,chr12,49658938,49667088,680,0.21498754421706923,108.0,0.002542772180675155,-0.33642203362142825
ENSG00000187778.9,chr12,49950326,49961935,3263,0.000944426916857791,48.0,0.0018585858808977613,-1.9859248434984549
ENSG00000139644.8,chr12,50101507,50158716,5019,0.007218431095100635,66.0,0.005588822598883487,-0.7120403671895925
ENSG00000178449.4,chr12,50505761,50514239,1073,0.6793704322713003,157.0,0.0031055739727565462,-0.00471506074640144
ENSG00000272368.1,chr12,50505979,50559202,919,0.5352686001887101,126.0,0.0028118080741706096,-0.23548223495925155
ENSG00000139624.8,chr12,50523574,50561287,6186,8.616845677655788e-05,30.0,0.0003038006923671879,-3.2805619429285784
ENSG00000110911.10,chr12,51373183,51422348,11038,0.5352686001887101,126.0,0.03877301958617259,-0.06526606680337431
ENSG00000050426.11,chr12,51441744,51454206,4400,1.039583522056031e-05,16.0,0.00041794081113741033,-2.1191752665301773
ENSG00000183283.11,chr12,51632075,51665145,5731,0.06289249742604815,90.0,2.1962357372454963e-05,-0.3421691579753282
ENSG00000110934.6,chr12,51674821,51718451,3156,1.218068041403143e-05,17.0,2.1962357372454963e-05,-3.183298520064418
ENSG00000123358.15,chr12,52416615,52453290,6952,1.1945585944648459e-06,3.0,2.4850032823867354e-05,-4.007944096801686
ENSG00000259884.1,chr12,52452242,52453286,915,1.0033437419569623e-06,2.0,7.401407958423359e-05,-3.0247146561689524
ENSG00000063046.13,chr12,53399941,53435992,5867,0.00022829179873788826,37.0,0.002542772180675155,-0.8324893914195896
ENSG00000123349.9,chr12,53689074,53693233,3380,0.001358866830603586,238.0,0.01425555634319789,0.42582189447496027
ENSG00000185591.5,chr12,53773959,53810229,8083,0.19058373802844075,106.0,0.0003735845523237869,-1.2635321198723644
ENSG00000205352.6,chr12,53835388,53840428,2897,8.862426761238416e-06,15.0,0.0008793450126391006,-0.8666266912489845
ENSG00000197111.11,chr12,53835524,53874945,8400,0.6296571659649659,159.0,8.520544096851463e-05,0.03588631238652296
ENSG00000012822.11,chr12,54104902,54121528,6296,0.007174154125376926,66.0,9.278518298964171e-05,-1.7301978214734173
ENSG00000135486.13,chr12,54673976,54680871,5093,1.1945585944648459e-06,3.0,2.4850032823867354e-05,-1.4128126613086338
ENSG00000111481.5,chr12,54694985,54745632,3727,0.0001513837113659928,34.0,2.2928628664720926e-05,-1.4264258811280097
ENSG00000161638.6,chr12,54789044,54813243,7577,0.004252291661538168,228.0,0.0007938872971102425,2.0957527448541815
ENSG00000123338.8,chr12,54891494,54937725,6300,3.577100422596288e-05,24.0,0.003422249308995676,-1.847191374556792
ENSG00000135441.3,chr12,56109819,56113870,1231,0.0003408076032308285,40.0,0.008177112890737316,-0.8940838991124753
ENSG00000258311.1,chr12,56109819,56118486,3382,6.45715634132458e-05,28.0,0.0007111962593542912,-1.0703009927757732
ENSG00000205323.4,chr12,56146246,56211539,3396,0.1578955514932796,186.0,7.98306752337573e-05,0.18360905861001905
ENSG00000135392.11,chr12,56214743,56224607,4190,7.426495800023158e-06,14.0,0.00027568302628420684,-4.41107838772564
ENSG00000111540.11,chr12,56367696,56388489,4577,7.463460134985053e-05,29.0,0.01425555634319789,-3.2744525432849043
ENSG00000255990.1,chr12,56385990,56388468,2477,0.00017379536025642983,35.0,2.4850032823867354e-05,-2.9965118841116074
ENSG00000257411.1,chr12,56495114,56503072,489,0.001882052777297927,54.0,0.0005756303582187218,-1.7195632638355465
ENSG00000170515.9,chr12,56498102,56507690,3795,0.0001317137139250871,33.0,0.00011419548039930917,-1.5642136391489476
ENSG00000257553.1,chr12,56498397,56507688,434,0.001882052777297927,54.0,0.008982869315972478,-1.883394575330026
ENSG00000229117.4,chr12,56510369,56511726,1088,0.007998053620626356,222.0,0.00019385711285542268,0.2685146571333865
ENSG00000139641.8,chr12,56512033,56538454,5494,0.0006498439962957898,45.0,0.001083623352561901,-2.622959946137728
